country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000000,29300000,45400000,61800000,80100000,101000000,122000000,143000000,165000000,188000000,211000000,242000000,276000000,307000000,344000000,382000000,421000000,461000000,500000000,544000000,592000000,638000000,689000000,736000000,786000000,840000000,894000000,950000000,1010000000,1060000000,1120000000,1180000000,1220000000,1260000000,1300000000,1330000000,1370000000,1420000000,1470000000,1520000000,1560000000,1600000000,1650000000,1700000000,1760000000,1820000000,1870000000,1930000000,1990000000,2040000000,2090000000,2130000000,2180000000,2230000000,2270000000,2310000000,2350000000,2400000000,2440000000,2490000000
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,14700,22000,29300,36700,44000,51300,80700,114000,158000,205000,260000,319000,400000,484000,561000,682000,777000,876000,961000,1060000,1160000,1310000,1470000,1680000,1870000,2110000,2260000,2430000,2600000,2790000,2990000,3190000,3420000,3760000,4200000,4700000,5280000,5910000,6450000,7000000,7740000,8430000,9160000,9800000,10500000,11000000,11500000,11800000,12200000,12500000,13000000,13500000,14100000,14800000,15400000
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158000,253000,433000,601000,726000,909000,1090000,1480000,1690000,1920000,2640000,2930000,3250000,3620000,3930000,4210000,4510000,4760000,5130000,6210000,7070000,7870000,8550000,9090000,9610000,10100000,10600000,11100000,11800000,12500000,13100000,13800000,14300000,15000000,15700000,16300000,17000000,17500000,17900000,18300000,18800000,19400000,19800000,20300000,20700000,21100000,21500000,21900000,22300000,22700000,23100000,23600000,24200000,24700000,25300000,25700000,26400000,26900000,27400000,27900000,28500000,29300000,30100000,31200000,32300000,33200000,34100000,35200000,36200000
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730000,4030000,5830000,7220000,9320000,11900000,15300000,19000000,21500000,22200000,25300000,30700000,37900000,56100000,72700000,94900000,116000000,138000000,163000000,193000000,221000000,254000000,290000000,322000000,348000000,378000000,413000000,446000000,479000000,514000000,547000000,583000000,624000000,669000000,714000000,762000000,813000000,874000000,916000000,966000000,1020000000,1070000000,1120000000,1170000000,1220000000,1270000000,1300000000,1330000000,1360000000,1390000000,1410000000,1440000000,1500000000,1560000000,1610000000,1660000000,1710000000,1770000000,1830000000,1870000000,1910000000,1950000000
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64900,278000,641000,1150000,1810000,2620000,3580000,4690000,5950000,7350000,8910000,10600000,12500000,14500000,16600000,18900000,22900000,27100000,31500000,36200000,41200000,46400000,51800000,57600000,63500000,69700000,76300000,83200000,90600000,98400000,107000000,115000000,124000000,133000000,142000000,152000000,162000000,172000000,183000000,194000000,205000000,216000000,227000000,239000000,251000000,263000000,275000000,289000000,302000000,316000000,329000000,343000000,357000000,372000000,386000000,399000000,414000000,427000000,439000000,450000000,461000000,472000000,481000000,491000000,503000000,514000000,526000000,538000000,551000000,566000000,579000000,591000000,602000000,611000000,621000000,631000000,642000000,655000000,670000000,686000000,704000000,723000000,743000000,765000000,786000000,798000000,812000000,827000000,844000000,862000000,881000000,901000000,922000000,944000000,967000000,991000000,1020000000,1040000000,1070000000,1100000000,1140000000,1170000000,1210000000,1250000000,1290000000,1320000000,1360000000,1400000000,1440000000,1490000000,1540000000,1590000000,1640000000,1690000000,1750000000,1800000000,1860000000,1920000000,1980000000,2040000000,2100000000,2150000000,2210000000,2270000000,2330000000,2390000000,2450000000,2510000000,2570000000,2620000000,2680000000,2740000000,2790000000,2830000000,2880000000,2920000000,2960000000,3010000000,3050000000,3100000000,3140000000,3180000000,3220000000,3270000000,3310000000,3350000000,3390000000,3430000000,3480000000,3510000000,3550000000,3590000000,3630000000,3660000000,3700000000,3730000000,3770000000,3800000000,3840000000
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980000,8340000,12900000,17600000,22800000,28700000,34800000,40800000,46900000,53400000,60100000,68900000,78400000,87300000,97900000,109000000,120000000,131000000,142000000,155000000,168000000,181000000,196000000,209000000,223000000,238000000,254000000,270000000,285000000,302000000,318000000,333000000,347000000,361000000,375000000,390000000,405000000,421000000,437000000,453000000,469000000,484000000,500000000,517000000,533000000,550000000,567000000,584000000,601000000,620000000,636000000,652000000,669000000,685000000,700000000,713000000,727000000,741000000,756000000,770000000
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,7330,11000,22000,33000,44000,55000,66000,77000,91700,106000,121000,139000,165000,191000,224000,260000,297000,337000,385000,440000,506000,572000,631000,693000,774000,836000,946000,1050000,1180000,1310000,1450000,1590000,1740000,1900000,2060000,2210000,2380000,2520000,2670000,2810000,2960000,3090000,3240000,3380000,3520000,3670000,3820000,3980000,4130000,4290000,4450000,4610000,4770000,4940000,5120000,5300000,5480000,5670000,5850000,6030000,6230000,6420000,6610000,6780000,6950000,7130000
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47700,95300,143000,191000,238000,304000,374000,447000,532000,620000,704000,792000,898000,1000000,1140000,1270000,1410000,1640000,1790000,1950000,2170000,2350000,2590000,2850000,3180000,3690000,4170000,4970000,5520000,6010000,6820000,7100000,7820000,8750000,9470000,10300000,11300000,12200000,13200000,14200000,14900000,15600000,16300000,17000000,17600000,18200000,18700000,19300000,19800000,20300000,20800000,21300000,21900000,22500000,23000000,23600000,24200000,24800000,25400000,26000000,26700000,27300000,27900000,28500000,29100000,29800000,30400000,31100000,31800000
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,58700,106000,154000,235000,367000,664000,961000,1440000,3240000,5680000,9020000,13300000,18100000,24100000,29600000,32000000,35900000,41700000,49500000,58300000,68300000,79800000,92400000,105000000,120000000,137000000,154000000,171000000,190000000,209000000,227000000,249000000,272000000,295000000,318000000,343000000,369000000,391000000,417000000,445000000,474000000,504000000,534000000,564000000,594000000,623000000,649000000,672000000,698000000,726000000,759000000,794000000,831000000,869000000,910000000,951000000,996000000,1040000000,1090000000,1150000000,1200000000,1260000000,1320000000,1370000000,1430000000,1490000000,1560000000,1630000000,1700000000,1780000000,1860000000,1950000000,2040000000,2130000000,2230000000,2320000000,2430000000,2530000000,2640000000,2760000000,2890000000,3020000000,3150000000,3290000000,3430000000,3580000000,3750000000,3920000000,4100000000,4270000000,4460000000,4650000000,4850000000,5050000000,5270000000,5500000000,5760000000,6040000000,6330000000,6650000000,6970000000,7300000000,7630000000,7970000000,8320000000,8630000000,8950000000,9260000000,9580000000,9920000000,10300000000,10600000000,11000000000,11400000000,11800000000,12200000000,12500000000,12900000000,13300000000,13700000000,14200000000,14600000000,15100000000,15600000000,16100000000,16500000000,17000000000,17500000000,17900000000,18400000000,18900000000,19400000000,19800000000,20300000000
South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,491000,1390000,3060000,5240000,7430000,10400000,13800000,18500000,23700000,30100000,37700000,45900000,54900000,66200000,78700000,93200000,110000000,132000000,154000000,179000000,209000000,244000000,281000000,324000000,377000000,436000000,496000000,569000000,645000000,727000000,820000000,926000000,1040000000,1170000000,1310000000,1450000000,1590000000,1740000000,1910000000,2080000000,2270000000,2460000000,2680000000,2920000000,3170000000,3430000000,3710000000,4030000000,4380000000,4750000000,5150000000,5580000000,5950000000,6340000000,6790000000,7240000000,7700000000,8170000000,8640000000,9100000000,9570000000,10100000000,10600000000,11100000000,11600000000,12200000000,12800000000,13400000000,14000000000,14600000000,15200000000,15900000000,16500000000
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114000,227000,343000,467000,607000,762000,964000,1180000,1450000,1710000,2060000,2460000,2880000,3330000,3780000,4250000,4600000,4920000,5230000,5520000,5820000,6130000,6430000,6750000,7080000,7370000,7710000,8070000,8340000,8750000,9060000,9500000,9900000,10300000,10500000,10900000,11200000,11600000,12000000,12400000,12900000,13300000,13900000,14500000,15300000,16200000,17200000,18200000,19300000,20600000,21900000,23200000,24500000,25800000,27300000,28800000,30800000,32500000,34300000,36200000
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,7330,11000,14700,18300,22000,44000,80700,106000,154000,191000,293000,436000,609000,810000,1090000,1370000,1630000,1920000,2250000,2740000,3250000,3790000,4440000,4990000,5540000,6300000,7150000,8300000,9930000,11900000,13900000,16100000,18500000,20800000,23100000,25400000,28000000,30700000,33300000,36400000,39300000,42600000,45700000,48800000,52100000,55700000,59500000,63200000,67200000,71600000,76600000,82000000,87900000,93700000,99500000,106000000,112000000,118000000,125000000,132000000,140000000,149000000,157000000,165000000,174000000,183000000,193000000,202000000,213000000,224000000,236000000,248000000,261000000,274000000,287000000,301000000,315000000,330000000,345000000,360000000,375000000,391000000,408000000,425000000,441000000,459000000,475000000,491000000,507000000,521000000,536000000,551000000,568000000,587000000,606000000,624000000,646000000,667000000,691000000,715000000,737000000,759000000,777000000,798000000,820000000,828000000,833000000,847000000,862000000,884000000,906000000,929000000,953000000,978000000,1010000000,1030000000,1070000000,1100000000,1130000000,1170000000,1200000000,1240000000,1280000000,1320000000,1360000000,1400000000,1450000000,1510000000,1560000000,1610000000,1660000000,1720000000,1780000000,1840000000,1910000000,1990000000,2080000000,2180000000,2270000000,2390000000,2520000000,2660000000,2820000000,2990000000,3170000000,3370000000,3570000000,3760000000,3970000000,4180000000,4390000000,4600000000,4800000000,5000000000,5200000000,5390000000,5580000000,5780000000,6000000000,6230000000,6470000000,6720000000,6960000000,7220000000,7480000000,7740000000,8010000000,8280000000,8580000000,8890000000,9210000000,9540000000,9880000000,10200000000,10600000000,11000000000,11300000000,11700000000,12000000000,12200000000,12500000000,12800000000,13100000000,13300000000,13600000000,13800000000,14100000000,14400000000
Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630000,3180000,5120000,7180000,8970000,10600000,12100000,14400000,16300000,18400000,20600000,23000000,25500000,28100000,30300000,33000000,35700000,38600000,41900000,46200000,49800000,53000000,56500000,60200000,63100000,66000000,68800000,71700000,75200000,79000000,82400000,86400000,90900000,95700000,99600000,103000000,107000000,111000000,115000000,118000000,122000000,126000000,131000000,136000000,142000000,147000000,154000000,162000000,170000000,178000000,188000000,199000000,210000000,221000000,233000000,245000000,256000000,269000000,281000000,294000000,307000000,322000000,337000000,352000000,370000000,390000000,413000000,437000000,461000000
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,121000,172000,224000,275000,334000,389000,455000,521000,627000,733000,843000,957000,1080000,1210000,1340000,1480000,1630000,1790000,1970000,2140000,2340000,2540000,2750000,2950000,3150000,3370000,3580000,3810000,4030000,4260000,4480000,4700000,4930000,5170000,5410000,5650000,5890000
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,14700,22000,33000,40300,51300,62300,73300,84300,95300,110000,128000,147000,169000,191000,216000,246000,279000,315000,378000,444000,513000,590000,671000,744000,821000,906000,975000,1070000,1220000,1340000,1430000,1550000,1650000,1760000,1890000,2020000,2170000,2340000,2500000,2660000,2830000,2980000,3210000,3470000,3780000,4100000,4400000,4700000,5030000,5380000,5730000,6020000,6380000,6730000,7100000,7470000,7850000,8250000,8630000,9040000,9440000,9850000,10300000,10700000,11100000,11500000,11900000,12300000
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,7330,18300,25700,33000,40300,47700,55000,66000,77000,88000,99000,110000,125000,143000,158000,176000,194000,216000,246000,275000,304000,341000,381000,414000,447000,480000,513000,550000,579000,616000,653000,693000,741000,807000,873000,939000,1020000,1080000,1160000,1240000,1320000,1410000,1510000,1630000,1760000,1890000,2020000,2190000,2350000,2500000,2680000,2860000,3060000,3280000,3500000,3720000,3950000,4180000,4490000,4710000,4910000,5160000,5370000,5590000,5810000,6030000,6250000,6470000
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,1270000,2030000,2860000,3680000,4610000,5510000,6660000,7950000,9210000,10500000,11700000,13100000,14600000,16300000,18600000,21000000,23900000,26700000,30600000,35000000,39600000,44500000,49500000,54700000,58600000,62000000,65500000,68700000,71900000,75400000,78700000,82200000,85800000,89000000,92700000,96600000,99700000,104000000,108000000,112000000,117000000,121000000,123000000,127000000,131000000,135000000,140000000,144000000,149000000,154000000,160000000,167000000,176000000,186000000,196000000,207000000,220000000,234000000,248000000,262000000,276000000,291000000,306000000,321000000,341000000,360000000,381000000,402000000
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213000,447000,715000,1030000,1360000,1680000,2020000,2390000,2710000,3080000,3510000,3940000,4430000,4970000,5570000,6370000,7460000,8800000,10200000,11800000,13400000,15100000,16800000,19000000,20600000,22600000,24600000,26500000,28900000,31200000,33500000,35600000,37400000,38800000,40400000,42000000,43700000,45500000,47300000,49200000,50900000,53000000,55000000,57000000,59100000,61100000,63200000,65300000,67400000,69600000,71800000,74100000,75700000,77200000,78800000,80400000,82100000,83900000,85800000,87800000,90200000,92000000,94300000,96300000,98600000,100000000,102000000,104000000,106000000
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,,,,,77000,117000,158000,238000,297000,396000,484000,565000,645000,785000,979000,1180000,1400000,1610000,1840000,2180000,2490000,2970000,3580000,4100000,4850000,5600000,6570000,7560000,8540000,9580000,10700000,11800000,12800000,14000000,15100000,16500000,17900000,19600000,21400000,23200000,25500000,27900000,30500000,32700000,34900000,37700000,40500000,43600000,46900000,50400000,54200000,58000000,61800000,66100000,71000000,76000000,81300000,86500000,91800000,97700000,104000000,110000000,117000000,124000000,133000000,142000000,151000000,160000000,170000000,180000000,190000000,201000000,214000000,228000000,240000000,253000000,266000000,280000000,296000000,311000000,326000000,341000000,348000000,356000000,364000000,374000000,380000000,390000000,402000000,417000000,430000000,442000000,460000000,476000000,496000000,515000000,533000000,552000000,572000000,594000000,616000000,641000000,670000000,697000000,726000000,744000000,760000000,773000000,788000000,801000000,805000000,823000000,848000000,879000000,906000000,934000000,968000000,1000000000,1030000000,1070000000,1110000000,1150000000,1190000000,1230000000,1280000000,1320000000,1370000000,1420000000,1480000000,1540000000,1600000000,1680000000,1740000000,1820000000,1910000000,2000000000,2090000000,2170000000,2260000000,2340000000,2420000000,2510000000,2590000000,2670000000,2760000000,2830000000,2900000000,2960000000,3020000000,3080000000,3140000000,3200000000,3260000000,3320000000,3370000000,3430000000,3490000000,3550000000,3600000000,3660000000,3720000000,3790000000,3840000000,3900000000,3960000000,4010000000,4070000000,4130000000,4180000000,4240000000,4290000000,4350000000,4400000000,4450000000,4500000000,4550000000,4600000000,4650000000,4690000000,4730000000,4780000000,4820000000,4860000000,4900000000
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147000,352000,656000,1080000,1550000,2020000,2590000,3290000,3980000,4650000,5420000,6170000,7070000,8180000,9450000,10700000,11900000,13100000,14600000,16100000,17400000,18900000,20500000,22100000,23800000,25700000,27700000,29800000,31800000,34100000,36400000,39000000,41800000,45400000,48800000,51700000,55300000,59100000,63400000,67800000,72600000,77700000,83400000,88600000,93800000,99500000,105000000,112000000,119000000,127000000,135000000,143000000,150000000,159000000,168000000,177000000,186000000,194000000,203000000,209000000,215000000,219000000,227000000,231000000,237000000,245000000,252000000,260000000,267000000,276000000,285000000,295000000,305000000,315000000,325000000,335000000,344000000,354000000,364000000,374000000,384000000,396000000,405000000,411000000,417000000,423000000,428000000,429000000,435000000,445000000,455000000,463000000,474000000,486000000,497000000,508000000,520000000,534000000,551000000,569000000,585000000,601000000,621000000,641000000,666000000,695000000,723000000,753000000,785000000,817000000,853000000,891000000,932000000,973000000,1020000000,1060000000,1100000000,1140000000,1180000000,1220000000,1270000000,1310000000,1350000000,1390000000,1420000000,1460000000,1500000000,1540000000,1580000000,1620000000,1670000000,1700000000,1750000000,1790000000,1840000000,1880000000,1930000000,1970000000,2010000000,2060000000,2100000000,2150000000,2190000000,2240000000,2280000000,2320000000,2370000000,2420000000,2460000000,2500000000,2550000000,2590000000,2640000000,2680000000,2720000000,2760000000,2800000000,2840000000,2880000000,2920000000,2960000000
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3670,14700,29300,40300,55000,84300,147000,209000,268000,290000,312000,367000,403000,422000,440000,462000,488000,513000,543000,957000,1340000,1820000,2330000,2910000,4550000,6560000,8540000,10700000,12900000,16200000,19200000,22400000,26000000,30400000,34100000,39000000,43600000,49600000,56800000,63500000,72300000,80100000,88000000,97700000,109000000,123000000,137000000,152000000,175000000,196000000,222000000,247000000,274000000,307000000,337000000,368000000,404000000,440000000,475000000,512000000,554000000,597000000,642000000,688000000,729000000,772000000,817000000,867000000,919000000,969000000,1020000000,1060000000,1110000000,1160000000,1210000000,1260000000,1330000000,1400000000,1460000000,1520000000,1570000000,1620000000,1650000000,1680000000,1710000000,1740000000,1770000000,1800000000
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,88.3,120,160,,,,,,,,,,,,,,,,,409,,,,,1160,,,2220,3350,4830,6720,8420,10200,12200,14100,20100,27100,32800,40600,49100,60600,72300,83400,96800,112000,131000,151000,176000,203000,233000,266000,300000,339000,378000,421000,465000,511000,560000,612000,672000,737000,807000,888000,970000,1070000,1160000,1270000,1400000,1540000,1710000,1880000,2040000,2200000,2380000,2540000,2720000,2920000,3130000,3340000,3550000,3770000,4020000,4290000,4530000,4760000,4990000,5210000,5300000,5370000,5440000,5520000,5610000,5710000,5820000,5940000,6110000,6320000,6550000,6810000,7150000,7560000,8020000,8540000,9170000,9880000,10700000,11500000,12400000,13300000,14400000,15300000,15900000,16800000,17500000,18300000,19300000,20400000,21500000,22900000,24400000,26000000,27700000,29500000,31500000,33800000,36200000,39000000,41900000,45800000,49800000,54000000,58400000,63200000,68200000,73500000,79100000,85000000,91100000,97400000,104000000,111000000,118000000,126000000,134000000,143000000,151000000,161000000,170000000,179000000,189000000,199000000,209000000,219000000,229000000,239000000,250000000,261000000,272000000,283000000,293000000,302000000,310000000,315000000,317000000,320000000,322000000,324000000,327000000,330000000,332000000,334000000,336000000,338000000,341000000,343000000,346000000,349000000,352000000,354000000,357000000,359000000,362000000,365000000,369000000,374000000,379000000,384000000,390000000
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,946000,1490000,2010000,2550000,3110000,3770000,4530000,5340000,6020000,6850000,7560000,8320000,9130000,10200000,11300000,12700000,14500000,16100000,17900000,19700000,22100000,24300000,27500000,29800000,32100000,34900000,36900000,39100000,41100000,43000000,45100000,47300000,49500000,51800000,54200000,56400000,58800000,61100000,63200000,65400000,67600000,69800000,72200000,74300000,76700000,79200000,82100000,84600000,87000000,89600000,92600000,96100000,99800000,104000000,109000000,115000000,121000000,127000000,133000000,139000000,147000000,157000000,167000000,179000000,191000000,203000000,215000000,228000000
